ID,Name,SKU,Optional Offer Type,Categories,Description,Short description,Shipping class,Price,Shipping Price,Shipping counts for each unit (Yes/No),Published,Additional Unit Price,Additional Unit Shipping Price,Bonus Shipping Price,Max Quantity Per Order,Continuity,Not Show To Customer
175,ThrowPillowKingDISC,TPKMAIN,,"King/20"" x 36""",Throw Pillow Size King Leopard Print 100% Plush Polyester - 50% OFF,"King/20"" x 36"" - $19.47",Pillow,$19.97,$9.95,yes,0,,,,10,,
176,MainOfferTwinWhite,EGYTWINWHITE,,Twin,"Twin 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-75"" x D-16”, (2) pillowcases 20” x 32” WHITE",Twin - $124.95,White,$124.95,$9.95,yes,1,,,,1,,
177,MainOfferTwinXLWhite,EGYTWINXLWHITE,,Twin XL,"TwinXL 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-80"" x D-16”, (2) pillowcases 20” x 32” WHITE",TwinXL - $129.95,White,$129.95,$9.95,yes,1,,,,0,,
178,MainOfferKingWhite,EGYKNGWHITE,,King,"King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108” (1) fitted sheet W-78"" x L-80"" x D-18"", (2) pillowcases 20” x 40” WHITE",King - $179.95,White,$179.95,$9.95,yes,1,,,,1,,
179,MainOfferCaliKingWhite,EGYCALKNGWHITE,,CA King,"California King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110” (1) fitted sheet W-72"" x L-84"" x D-18"", (2) pillowcases 20” x 40” WHITE",CA King - $209.95,White,$209.95,$9.95,yes,1,,,,1,,
180,MainOfferSltCalWhite,EGYSLTCALWHITE,,Split California,"Split California 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-84”x D-16”, (2) pillowcases 20” x 40” WHITE",Split California - $209.95,White,$209.95,$9.95,yes,1,,,,1,,
181,MainOfferSltKingWhite,EGYSLTKNGWHITE,,Split King,"Split King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-80” X D-16”, (2) pillowcases 20” x 40” WHITE",Split King - $209.95,White,$209.95,$9.95,yes,1,,,,1,,
182,MainOfferFullWhite,EGYFULLWHITE,,Full,"Full 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98” (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillowcases 20” x 30” WHITE",Full - $134.95,White,$134.95,$9.95,yes,1,,,,0,,
183,MainOfferQueenWhite,EGYQNWHITE,,Queen,"Queen 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108” (1) fitted sheet W-60” x L-80” x D-18”, (2) pillowcases 20” x 30” WHITE ",Queen - $159.95,White,$159.95,$9.95,yes,1,,,,1,,
184,MainOffeTwinSandshell,EGYTWINSANDSHELL,,Twin,"Twin 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-75"" x D-16”, (2) pillowcases 20” x 32” SAND SHELL",Twin - $124.95,Sandshell,$124.95,$9.95,yes,1,,,,1,,
185,MainOfferTwinXLSandshell,EGYTWINXLSANDSHELL,,Twin XL,"TwinXL 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-80"" x D-16”, (2) pillowcases 20” x 32” SAND SHELL",TwinXL - $129.95,Sandshell,$129.95,$9.95,yes,1,,,,0,,
186,MainOfferFullSandshell,EGYFULLSANDSHELL,,Full,"Full 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98” (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillowcases 20” x 30” SAND SHELL",Full - $134.95,Sandshell,$134.95,$9.95,yes,1,,,,1,,
187,MainOfferQueenSandshell,EGYQNSANDSHELL,,Queen,"Queen 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108” (1) fitted sheet W-60” x L-80” x D-18”, (2) pillowcases 20” x 30” SAND SHELL ",Queen - $159.95,Sandshell,$159.95,$9.95,yes,1,,,,1,,
188,MainOfferKingSandshell,EGYKNGSANDSHELL,,King,"King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108” (1) fitted sheet W-78"" x L-80"" x D-18"", (2) pillowcases 20” x 40” SAND SHELL",King - $179.95,Sandshell,$179.95,$9.95,yes,1,,,,1,,
189,MainOfferCaliKingSandshell,EGYCALKNGSANDSHELL,,CA King,"California King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110” (1) fitted sheet W-72"" x L-84"" x D-18"", (2) pillowcases 20” x 40” SAND SHELL",CA King - $209.95,Sandshell,$209.95,$9.95,yes,1,,,,1,,
190,MainOfferSltCalSandshell,EGYSLTCALSANDSHELL,,Split California,"Split California 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-84”x D-16”, (2) pillowcases 20” x 40” SAND SHELL",Split California - $209.95,Sandshell,$209.95,$9.95,yes,1,,,,1,,
191,MainOfferSltKingSandshell,EGYSLTKNGSANDSHELL,,Split King,"Split King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-80” X D-16”, (2) pillowcases 20” x 40” SAND SHELL",Split King - $209.95,Sandshell,$209.95,$9.95,yes,1,,,,1,,
192,MainOfferTwinILLBlue,EGYTWINILLBLUE,,Twin,"Twin 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-75"" x D-16”, (2) pillowcases 20” x 32” ILLUSION BLUE",Twin - $124.95,Illusion Blue,$124.95,$9.95,yes,1,,,,1,,
193,MainOfferTwinXLILLBlue,EGYTWINXLILLBLUE,,Twin XL,"TwinXL 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-80"" x D-16”, (2) pillowcases 20” x 32” ILLUSION BLUE",TwinXL - $129.95,Illusion Blue,$129.95,$9.95,yes,1,,,,1,,
194,MainOfferFullILLBlue,EGYFULLILLBLUE,,Full,"Full 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98” (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillowcases 20” x 30” ILLUSION BLUE",Full - $134.95,Illusion Blue,$134.95,$9.95,yes,1,,,,1,,
195,MainOfferQueenILLBlue,EGYQNILLBLUE,,Queen,"Queen 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108” (1) fitted sheet W-60” x L-80” x D-18”, (2) pillowcases 20” x 30” ILLUSION BLUE",Queen - $159.95,Illusion Blue,$159.95,$9.95,yes,1,,,,1,,
196,MainOfferKingILLBlue,EGYKNGILLBLUE,,King,"King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108” (1) fitted sheet W-78"" x L-80"" x D-18"", (2) pillowcases 20” x 40” ILLUSION BLUE",King - $179.95,Illusion Blue,$179.95,$9.95,yes,1,,,,1,,
197,MainOfferCaliKingILLBlue,EGYCALKNGILLBLUE,,CA King,"California King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110” (1) fitted sheet W-72"" x L-84"" x D-18"", (2) pillowcases 20” x 40” ILLUSION BLUE",CA King - $209.95,Illusion Blue,$209.95,$9.95,yes,1,,,,1,,
198,MainOfferSltCaLILLBlue,EGYSLTCALILLBLUE,,Split California,"Split California 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-84”x D-16”, (2) pillowcases 20” x 40” ILLUSION BLUE",Split California - $209.95,Illusion Blue,$209.95,$9.95,yes,1,,,,1,,
199,MainOfferSltKingILLBlue,EGYSLTKNGILLBLUE,,Split King,"Split King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-80” X D-16”, (2) pillowcases 20” x 40” ILLUSION BLUE",Split King - $209.95,Illusion Blue,$209.95,$9.95,yes,1,,,,1,,
200,MainOfferTwinWhiteDISC,EGYTWINWHITE,,Twin,"Twin 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-75"" x D-16”, (2) pillowcases 20” x 32” WHITE - 50% OFF",Twin - $62.47,White,$62.47,$9.95,yes,0,,,,10,,
201,MainOfferTwinXLWhiteDISC,EGYTWINXLWHITE,,Twin XL,"TwinXL 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-80"" x D-16”, (2) pillowcases 20” x 32” WHITE - 50% OFF",TwinXL - $64.97,White,$64.97,$9.95,yes,0,,,,10,,
202,MainOfferFullWhiteDISC,EGYFULLWHITE,,Full,"Full 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98” (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillowcases 20” x 30” WHITE - 50% OFF",Full - $67.47,White,$67.47,$9.95,yes,0,,,,10,,
203,MainOfferQueenWhiteDISC,EGYQNWHITE,,Queen,"Queen 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108” (1) fitted sheet W-60” x L-80” x D-18”, (2) pillowcases 20” x 30” WHITE - 50% OFF",Queen - $79.97,White,$79.97,$9.95,yes,0,,,,10,,
204,MainOfferKingWhiteDISC,EGYKNGWHITE,,King,"King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108” (1) fitted sheet W-78"" x L-80"" x D-18"", (2) pillowcases 20” x 40” WHITE - 50% OFF",King - $89.97,White,$89.97,$9.95,yes,0,,,,10,,
205,MainOfferCaliKingWhiteDISC,EGYCALKNGWHITE,,CA King,"California King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110” (1) fitted sheet W-72"" x L-84"" x D-18"", (2) pillowcases 20” x 40” WHITE - 50% OFF",CA King - $104.97,White,$104.97,$9.95,yes,0,,,,10,,
206,MainOfferSltCalWhiteDISC,EGYSLTCALWHITE,,Split California,"Split California 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-84”x D-16”, (2) pillowcases 20” x 40” WHITE - 50% OFF",Split California - $104.97,White,$104.97,$9.95,yes,0,,,,10,,
207,MainOfferSltKingWhiteDISC,EGYSLTKNGWHITE,,Split King,"Split King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-80” X D-16”, (2) pillowcases 20” x 40” WHITE - 50% OFF",Split King - $104.97,White,$104.97,$9.95,yes,0,,,,10,,
208,MainOfferFullSandshellDISC,EGYFULLSANDSHELL,,Full,"Full 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98” (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillowcases 20” x 30” SAND SHELL - 50% OFF",Full - $67.47,Sandshell,$67.47,$9.95,yes,0,,,,10,,
209,MainOfferQueenSandshellDISC,EGYQNSANDSHELL,,Queen,"Queen 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108” (1) fitted sheet W-60” x L-80” x D-18”, (2) pillowcases 20” x 30” SAND SHELL - 50% OFF",Queen - $79.97,Sandshell,$79.97,$9.95,yes,0,,,,10,,
210,MainOfferKingSandshellDISC,EGYKNGSANDSHELL,,King,"King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108” (1) fitted sheet W-78"" x L-80"" x D-18"", (2) pillowcases 20” x 40” SAND SHELL - 50% OFF",King - $89.97,Sandshell,$89.97,$9.95,yes,0,,,,10,,
211,MainOfferCaliKingSandshellDISC,EGYCALKNGSANDSHELL,,CA King,"California King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110” (1) fitted sheet W-72"" x L-84"" x D-18"", (2) pillowcases 20” x 40” SAND SHELL - 50% OFF",CA King - $104.97,Sandshell,$104.97,$9.95,yes,0,,,,10,,
212,MainOfferSltCalSandshellDISC,EGYSLTCALSANDSHELL,,Split California,"Split California 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-84”x D-16”, (2) pillowcases 20” x 40” SAND SHELL - 50% OFF",Split California - $104.97,Sandshell,$104.97,$9.95,yes,0,,,,10,,
213,MainOfferSltKingSandshellDISC,EGYSLTKNGSANDSHELL,,Split King,"Split King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-80” X D-16”, (2) pillowcases 20” x 40” SAND SHELL - 50% OFF",Split King - $104.97,Sandshell,$104.97,$9.95,yes,0,,,,10,,
214,MainOfferTwinSandshellDISC,EGYTWINSANDSHELL,,Twin,"Twin 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-75"" x D-16”, (2) pillowcases 20” x 32” SAND SHELL - 50% OFF",Twin - $62.47,Sandshell,$62.47,$9.95,yes,0,,,,10,,
215,MainOfferTwinXLSandshellDISC,EGYTWINXLSANDSHELL,,Twin XL,"TwinXL 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-80"" x D-16”, (2) pillowcases 20” x 32” SAND SHELL - 50% OFF",TwinXL - $64.97,Sandshell,$64.97,$9.95,yes,0,,,,10,,
216,MainOfferFuLLILLBlueDISC,EGYFULLILLBLUE,,Full,"Full 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-88” x L-98” (1) fitted sheet W-54” x L-75"" x D-18”, (2) pillowcases 20” x 30” ILLUSION BLUE - 50% OFF",Full - $67.47,Illusion Blue,$67.47,$9.95,yes,0,,,,10,,
217,MainOfferQueenILLBlueDISC,EGYQNILLBLUE,,Queen,"Queen 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-94” x L-108” (1) fitted sheet W-60” x L-80” x D-18”, (2) pillowcases 20” x 30” ILLUSION BLUE- 50% OFF",Queen - $79.97,Illusion Blue,$79.97,$9.95,yes,0,,,,10,,
218,MainOfferKingILLBlueDISC,EGYKNGILLBLUE,,King,"King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-112” x L-108” (1) fitted sheet W-78"" x L-80"" x D-18"", (2) pillowcases 20” x 40” ILLUSION BLUE - 50% OFF",King - $89.97,Illusion Blue,$89.97,$9.95,yes,0,,,,10,,
219,MainOfferCaliKingILLBlueDISC,EGYCALKNGILLBLUE,,CA King,"California King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-108” x L-110” (1) fitted sheet W-72"" x L-84"" x D-18"", (2) pillowcases 20” x 40” ILLUSION BLUE - 50% OFF",CA King - $104.97,Illusion Blue,$104.97,$9.95,yes,0,,,,10,,
220,MainOfferSltCaLILLBlueDISC,EGYSLTCALILLBLUE,,Split California,"Split California 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-84”x D-16”, (2) pillowcases 20” x 40” ILLUSION BLUE - 50% OFF",Split California - $104.97,Illusion Blue,$104.97,$9.95,yes,0,,,,10,,
221,MainOfferSltKingILLBlueDISC,EGYSLTKNGILLBLUE,,Split King,"Split King 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-110” x L-106” (2) fitted sheets W-39” x L-80” X D-16”, (2) pillowcases 20” x 40” ILLUSION BLUE - 50% OFF",Split King - $104.97,Illusion Blue,$104.97,$9.95,yes,0,,,,10,,
222,MainOfferTwinILLBlueDISC,EGYTWINILLBLUE,,Twin,"Twin 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-75"" x D-16”, (2) pillowcases 20” x 32” ILLUSION BLUE - 50% OFF",Twin - $62.47,Illusion Blue,$62.47,$9.95,yes,0,,,,10,,
223,MainOfferTwinXLILLBlueDISC,EGYTWINXLILLBLUE,,Twin XL,"TwinXL 100% Cotton Sheet Set includes (1) Patented semi-fitted top sheet W-68” x L-98” (1) fitted sheet W-39” x L-80"" x D-16”, (2) pillowcases 20” x 32” ILLUSION BLUE - 50% OFF",TwinXL - $64.97,Illusion Blue,$64.97,$9.95,yes,0,,,,10,,
224,BlanketTwin/TwinXLDarkGray,TWINBLANKDKGRAY,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" DARK GRAY",Twin/TwinXL - $79.95,Dark Gray,$89.95,$9.95,yes,1,,,,1,,
225,BlanketFullDarkGray,FULLBLANKDKGRAY,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” DARK GRAY,Full - $79.95,Dark Gray,$89.95,$9.95,yes,1,,,,1,,
226,BlanketQueenDarkGray,QUEENBLANKDKGRAY,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” DARK GRAY,Queen - $79.95,Dark Gray,$89.95,$9.95,yes,1,,,,1,,
227,BlanketKingDarkGray,KINGBLANKDKGRAY,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” DARK GRAY,King - $89.95,Dark Gray,$89.95,$9.95,yes,1,,,,0,,
228,BlanketCAKingDarkGray,CABLANKDKGRAY,,CA King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” DARK GRAY,CA King - $89.95,Dark Gray,$89.95,$9.95,yes,1,,,,0,,
229,BlanketTwin/TwinXLDarkGrayDISC,TWINBLANKDKGRAY,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" DARK GRAY - 50% OFF",Twin/TwinXL - $35.97,Dark Gray,$35.97,$9.95,yes,0,,,,10,,
230,BlanketFullDarkGraydDISC,FULLBLANKDKGRAY,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” DARK GRAY - 50% OFF,Full - $35.97,Dark Gray,$35.97,$9.95,yes,0,,,,10,,
231,BlanketQueenDarkGrayDISC,QUEENBLANKDKGRAY,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” DARK GRAY - 50% OFF,Queen - $35.97,Dark Gray,$35.97,$9.95,yes,0,,,,10,,
232,BlanketKingDarkGrayDISC,KINGBLANKDKGRAY,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” DARK GRAY - 50% OFF,King - $44.97,Dark Gray,$44.97,$9.95,yes,0,,,,10,,
233,BlanketCAKingDarkGrayDISC,CABLANKDKGRAY,,CA King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” DARK GRAY - 50% OFF,CA King -$44.97,Dark Gray,$44.97,$9.95,yes,0,,,,10,,
234,BlanketTwin/TwinXLGardenia,TWINBLANKGARDENIA,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" GARDENIA",Twin/TwinXL - $79.95,Gardenia,$79.95,$9.95,yes,1,,,,1,,
235,BlanketFullGardenia,FULLBLANKGARDENIA,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” GARDENIA,Full - $79.95,Gardenia,$79.95,$9.95,yes,1,,,,1,,
236,BlanketQueenGardenia,QUEENBLANKGARDENIA,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” GARDENIA,Queen - $79.95,Gardenia,$79.95,$9.95,yes,1,,,,1,,
237,BlanketKingGardenia,KINGBLANKGARDENIA,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” GARDENIA,King - $89.95,Gardenia,$89.95,$9.95,yes,1,,,,0,,
238,BlanketCAKingGardenia,CABLANKGARDENIA,,CA King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” GARDENIA,CA King - $89.95,Gardenia,$89.95,$9.95,yes,1,,,,1,,
239,BlanketTwin/TwinXLGardeniaDISC,TWINBLANKGARDENIA,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" GARDENIA - 50% OFF",Twin/TwinXL - $35.97,Gardenia,$35.97,$9.95,yes,0,,,,10,,
240,BlanketFullGardeniaDISC,FULLBLANKGARDENIA,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” GARDENIA - 50% OFF,Full - $35.97,Gardenia,$35.97,$9.95,yes,0,,,,10,,
241,BlanketQueenGardeniaDISC,QUEENBLANKGARDENIA,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” GARDENIA - 50% OFF,Queen - $35.97,Gardenia,$35.97,$9.95,yes,0,,,,10,,
242,BlanketKingGardeniaDISC,KINGBLANKGARDENIA,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” GARDENIA - 50% OFF,King - $44.97,Gardenia,$44.97,$9.95,yes,0,,,,10,,
243,BlanketCAKingGardeniaDISC,CABLANKGARDENIA,,CA King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” GARDENIA - 50% OFF,CA King -$44.97,Gardenia,$44.97,$9.95,yes,0,,,,10,,
244,BlanketTwin/TwinXLSageGreen,TWINBLANKSAGEGREEN,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" SAGE GREEN",Twin/TwinXL - $79.95,Sage Green,$79.95,$9.95,yes,1,,,,1,,
245,BlanketFullSageGreen,FULLBLANKSAGEGREEN,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” SAGE GREEN,Full - $79.95,Sage Green,$79.95,$9.95,yes,1,,,,1,,
246,BlanketQueenSageGreen,QUEENBLANKSAGEGREEN,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” SAGE GREEN,Queen - $79.95,Sage Green,$79.95,$9.95,yes,1,,,,1,,
247,BlanketKingSageGreen,KINGBLANKSAGEGREEN,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” SAGE GREEN,King - $89.95,Sage Green,$89.95,$9.95,yes,1,,,,1,,
248,BlanketCAKingSageGreen,CABLANKSAGEGREEN,,CA King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” SAGE GREEN,CA King - $89.95,Sage Green,$89.95,$9.95,yes,1,,,,1,,
249,BlanketTwin/TwinXLSageGreenDISC,TWINBLANKSAGEGREEN,,Twin/Twin XL,"Effortless Patented Semi-fitted Plush Blanket Blanket Twin/TwinXL W-68” x L-98"" SAGE GREEN - 50% OFF",Twin/TwinXL - $35.97,Sage Green,$35.97,$9.95,yes,0,,,,10,,
250,BlanketFullSageGreenDISC,FULLBLANKSAGEGREEN,,Full,Effortless Patented Semi-fitted Plush Blanket Blanket Full W-88” x L-98” SAGE GREEN - 50% OFF,Full - $35.97,Sage Green,$35.97,$9.95,yes,0,,,,10,,
251,BlanketQueenSageGreenDISC,QUEENBLANKSAGEGREEN,,Queen,Effortless Patented Semi-fitted Plush Blanket Blanket Queen W-94” x L-108” SAGE GREEN - 50% OFF,Queen - $35.97,Sage Green,$35.97,$9.95,yes,0,,,,10,,
252,BlanketKingSageGreenDISC,KINGBLANKSAGEGREEN,,King,Effortless Patented Semi-fitted Plush Blanket Blanket King W-112” x L-108” SAGE GREEN - 50% OFF,King - $44.97,Sage Green,$44.97,$9.95,yes,0,,,,10,,
253,BlanketCAKingSageGreenDISC,CABLANKSAGEGREEN,,CA King,Effortless Patented Semi-fitted Plush Blanket CA King W-108” x L-110” SAGE GREEN - 50% OFF,CA King -$44.97,Sage Green,$44.97,$9.95,yes,0,,,,10,,
